Sku,Name,ManufacturersCode,DateCreated,DateUpdated,IsActive,Summary,Weight,WeightUnit,CategoryID,Category,ManufacturerID,Manufacturer,CostPrice,SellPrice,Qty
KBD0226,Logitech Desktop/Alto Cordless Keyboards and Mouse,920-000819,29/09/2009 11:57,04/03/2025 11:26,0,USB Black,2.5,KG,606,Keyboard & Mouse Bundles,18,Logitech,603.661,839.08879,67
KVM0130,StarTech.com 4-in-1 USB Dual Link DVI-D KVM Switch Cable with Audio and Microphone (4.5m),DVID4N1USB15,03/06/2011 10:53,07/07/2025 13:40,0,NULL,0.454,KG,607,KVM Switches,93,StarTech.com,591.804,615.47616,55
NET1647,Edimax 2-port USB KVM Switch,EK-2U2CA,08/02/2011 10:26,10/03/2025 11:57,0,with Audio,0.5,KG,607,KVM Switches,25,Edimax,627.653,684.14177,159
KVM0306,StarTech.com 2-Port HDMI KVM Switch with Built-In Cables,SV211HDUA4K,12/08/2020 17:18,03/04/2025 11:47,1,NULL,0.6,KG,607,KVM Switches,93,StarTech.com,110.058,140.87424,213
KVM0200,Belkin OmniView Enterprise Series,F1D9401-12,18/01/2013 16:20,04/03/2025 11:29,0,Dual-Port USB KVM Cable 3.6m ,0.8,KG,607,KVM Switches,188,Belkin,528.661,697.83252,48
NET7441,Edimax EK-UAK4 4 Ports USB KVM,EK-UAK4,29/03/2010 14:51,10/03/2025 12:28,0,with Cables Kit and Audio/Mic Support,1.65,KG,607,KVM Switches,25,Edimax,344.014,419.69708,14
KVM0156,StarTech.com PS/2 Server Interface Module for SVx31DUTP series Cat5 KVM KVM extender external,SV5PS2S,15/06/2011 10:22,07/07/2025 13:41,0,NULL,0.1,KG,607,KVM Switches,93,StarTech.com,1468.048,2055.2672,136
KVM0254,StarTech.com 4-Port KVM Switch with Dual VGA USB 2.0,SV431DVGAU2A,14/10/2015 12:42,07/07/2025 11:57,0,NULL,1.8,KG,607,KVM Switches,93,StarTech.com,137.639,141.76817,89
CNS2757,"Ricoh GC31M (Yield: 1,920 Pages) Magenta Gel Ink Cartridge",405690,04/02/2014 11:54,24/09/2024 15:54,0,NULL,0.5,KG,608,Ricoh Ink,224,Ricoh,1131.043,1176.28472,170
MOU1626,Samsung WIRELESS USB TYPE 2.4G OPTICAL,AA-SM2PWPB/E,03/07/2013 12:58,20/05/2025 12:18,0,NULL,0,KG,609,Mice,143,Samsung,82.299,85.59096,82
MOU3038,"SPEEDLINK Descano 2500dpi Ergonomic Vertical USB Mouse, Black",SL-610018-RRBK,05/03/2019 16:45,24/09/2024 14:39,0,NULL,0.3,KG,609,Mice,162,SPEEDLINK,1326.717,1883.93814,88
MOU3561,Razer Basilisk Ultimate Wireless Gaming Mouse,RZ01-03170200-R3G1,18/11/2022 10:24,24/09/2024 15:54,0,Wireless Gaming Mouse with 11 Programmable Buttons,0.2,KG,609,Mice,233,Razer,1556.402,1883.24642,15
MOU0431,OEM - Logitech Optical Wheel Mouse PS/2 (Black),MOU0431,29/03/2010 14:50,24/09/2024 14:39,0,NULL,0.22,KG,609,Mice,18,Logitech,653.446,790.66966,232
MOU1186,Apple Wireless Magic Mouse (White),MB829Z/A,29/03/2010 14:50,04/03/2025 11:14,0,The Latest Mouse from Apple,0.5,KG,609,Mice,299,Apple,146.078,205.96998,186
MOU2499,Asus Cerberus Artic Ambidextrous Optical Gaming Mouse,90YH00W1-BAUA00,20/09/2016 17:00,03/07/2025 16:09,0,NULL,0.5,KG,609,Mice,317,ASUS,1488.132,2083.3848,48
MOU0745,HP Wireless Optical Comfort Mouse,XV422AA#ABB,15/10/2012 16:24,04/03/2025 11:30,0,NULL,0.086,KG,609,Mice,316,HP,1398.341,1538.1751,186
MOU3034,SpeedLink Reticos RGB 10000DPI Gaming Mouse (Black),SL-680011-BK,01/03/2019 10:12,24/09/2024 14:39,0,NULL,0.5,KG,609,Mice,162,SPEEDLINK,1443.355,1630.99115,153
MOU1414,Razer Naga MMO Epic Wireless Gaming Mouse,EZ01-00510100-R3G1,01/02/2011 16:41,27/06/2023 10:43,0,NULL,0.23,KG,609,Mice,233,Razer,1631.475,1990.3995,91
MOU2845,Logitech M330 Silent Plus Wireless Mice (Blue) - Retail,910-004910,20/03/2018 11:27,15/05/2025 11:28,1,NULL,0.14,KG,609,Mice,18,Logitech,1184.112,1456.45776,54
MOU3172,Sharkoon SKILLER SGM3 Wireless Gaming Mouse (Black),SKILLER SGM3 BLACK,01/10/2019 10:35,24/09/2024 15:54,0,NULL,0.4,KG,609,Mice,486,Sharkoon,350.503,483.69414,118
MOU1948,Asus GX850 Computer Mouse (Black),90-XB2Y00MU00000-,12/03/2014 18:16,04/03/2025 11:31,0,NULL,0.5,KG,609,Mice,317,ASUS,1593.409,2007.69534,33
MOU0893,Logitech V470 Cordless Bluetooth Laser Mouse for Notebooks,910-000301,29/09/2009 11:59,04/03/2025 11:26,0,White,0.1,KG,609,Mice,18,Logitech,814.763,1108.07768,158
MOU1172,Razer Abyssus Gaming Mouse,RZ01-00360100-R3G1,29/03/2010 14:50,24/09/2024 15:55,0,"3500dpi razer precision<br/>3.5G infrared Sensor<br/>Be it short bursts or long range swipes, execute aggressive mouse movements without tracking loss.",0.4,KG,609,Mice,233,Razer,1998.111,2157.95988,179
MOU1079,Logitech T620 Touch Mouse,910-002703,30/11/2012 09:03,04/03/2025 11:20,0,(White),0.2,KG,609,Mice,18,Logitech,1915.22,2010.981,211
MOU2727,Asus WT465 Wireless Optical Mouse (Black),90XB0090-BMU040,07/06/2017 16:59,01/07/2025 07:41,1,NULL,0.1,KG,609,Mice,317,ASUS,1276.487,1684.96284,250
MOU2406,Cougar 700M eSPORTS Gaming Laser Mouse 8200 dpi 3 Profiles 18.6 Million Colour LED Gaming Features White/Blue,700M ESPORTS WHITE,12/04/2016 15:45,24/09/2024 15:52,0,NULL,0.2,KG,609,Mice,552,Cougar,1565.194,2144.31578,127
MOU3702,ASUS TUF Gaming M3 Gen II Ultralight Gaming Mouse,90MP0320-BMUA00,20/12/2023 09:43,15/05/2025 11:28,1,"ASUS TUF Gaming M3 Gen II is an ultralight 59-gram wired gaming mouse with IP56 dust and water resistance, ASUS Antibacterial Guard, an 8000 dpi sensor, 60-million-click lifespan switches, PTFE mouse feet, and six programmable buttons.",0,KG,609,Mice,317,ASUS,1427.242,1569.9662,106
MOU3453,MSI Clutch GM20 Gaming Mouse - USB 2.0 - Optical - 6 Button(s) - Black,S12-0400D00-C54,12/10/2021 11:29,15/05/2025 11:28,0,NULL,0.2,KG,609,Mice,368,MSI,1056.618,1151.71362,119
MOU2651,Ozone Neon M50 Optical USB Gaming Mouse (Black),OZNEONM50,16/01/2017 17:55,14/07/2025 10:44,0,NULL,0.35,KG,609,Mice,506,Ozone,525.482,693.63624,145
MOU3343,Xtrfy M4 RGB Wired Optical Gaming Mouse - Black,XG-M4-RGB-BLACK,22/04/2021 17:16,24/09/2024 15:54,0,NULL,0.2,KG,609,Mice,746,Xtrfy,859.556,1083.04056,65
MOU1640,Dicota Spirit Wired Optical USB Notebook Mouse (Orange) with Changing 7-Colour LED,Z22908Z,03/07/2013 12:58,20/05/2025 12:18,0,NULL,0.1,KG,609,Mice,287,Dicota,234.086,243.44944,201
MOU3357,MSI CLUTCH GM41 LIGHTWEIGHT WIRELESS RGB Optical Gaming Mouse,S12-4300860-C54,13/05/2021 15:17,31/03/2025 13:55,0,"MSI CLUTCH GM41 LIGHTWEIGHT WIRELESS Gaming Mouse 'RGB, up to 20000 DPI, low latency, 74g weight, 80 hours battery life, 6 Programmable button, Symmetrical design, OMRON Switches, MSI Center'",0.356,KG,609,Mice,368,MSI,1864.823,2312.38052,193
MOU2731,Asus ROG Strix Evolve Gaming Mouse ,90MP00J0-B0UA00,09/06/2017 10:29,20/05/2025 12:16,0,Optical gaming mouse with Aura Sync RGB lighting that features changeable top covers to enable four different ergonomic styles,0.2,KG,609,Mice,317,ASUS,90.348,106.61064,48
MOU0538,Microsoft Optical Mouse (Steel Grey),K8000035,16/01/2012 13:26,24/09/2024 15:54,0,NULL,0.75,KG,609,Mice,335,Microsoft,1652.674,1751.83444,197
BUN0159,Finalmouse ULX Prophecy Tarik Edition Collectors Bundle,FMULXP-TARIK,15/05/2025 12:52,14/07/2025 15:01,0,NULL,2,KG,609,Mice,986,Finalmouse,1064.913,1118.15865,43
MOU0882,OEM - Logitech V470 Wireless Bluetooth Optical Mouse,910-001128,29/09/2009 11:59,04/03/2025 11:26,0,USB,0.2,KG,609,Mice,18,Logitech,580.156,771.60748,140
MOU3115,Corsair IRONCLAW RGB WIRELESS Gaming Mouse (EU),CH-9317011-EU,07/05/2019 11:20,09/07/2025 09:38,1,NULL,0.2,KG,609,Mice,8,Corsair,1430.342,1716.4104,68
MOU3805,Logitech G703 LIGHTSPEED Wireless Gaming Mouse,910-005644,10/07/2025 10:51,10/07/2025 10:51,1,Featuring the advanced HERO 25K gaming sensor for sub-micron tracking and 10x power efficiency over previous generation. Pro-grade LIGHTSPEED wireless delivers ultralow-latency for peak performance.,0.13,KG,609,Mice,18,Logitech,354.535,496.349,130
MOU1183,Trust Illuminated Mouse & Pad,15890,29/03/2010 14:50,20/05/2025 12:18,0,with USB2 Hub HU-4880,0.8,KG,609,Mice,363,Trust,403.756,484.5072,11
MOU0279,Acer Wireless Optical Mouse (Candy Pink),LC.MCE0A.007,04/04/2011 13:52,24/09/2024 15:53,0,for Aspire One Happy Netbook,0.085,KG,609,Mice,155,Acer,1817.026,2198.60146,149
MOU0192,Genius Traveler 700 - Blue,31010922101,29/09/2009 11:59,27/06/2023 10:42,0,USB and PS/2<br/>800dpi Sensor<br/>Stylish Design,0.25,KG,609,Mice,245,Genius,1801.465,2197.7873,197
MOU0673,Logitech M600 Wireless Touch Mouse (Graphite),910-002668,24/09/2012 15:47,07/07/2025 13:40,0,NULL,0,KG,609,Mice,18,Logitech,1727.41,1951.9733,83
MOU1586,HP USB Optical Scroll Mouse,QY777AT,03/07/2013 12:57,04/03/2025 10:26,0,NULL,0.5,KG,609,Mice,316,HP,30.815,43.141,126
MOU0713,Sweex Mi441 Wireless Mouse Voyager USB,MI441,27/09/2012 16:49,04/03/2025 11:18,0,(Grey),0.2,KG,609,Mice,249,Sweex,1663.119,2278.47303,86
MOU1246,Emprex M810PU Stylish Optical USB Mouse (White),M810PU,18/08/2010 14:28,10/03/2025 12:30,0,NULL,0.05,KG,609,Mice,358,Emprex,873.806,1223.3284,76
MOU0250,OEM Logitech RX250 Optical Mouse,910-000199,29/09/2009 11:59,04/03/2025 11:32,0,"USB, PS/2 (Black)",0.5,KG,609,Mice,18,Logitech,943.509,1047.29499,151
MOU0583,Trust Vivy Wireless Mini Mouse (Black),17639,16/01/2012 13:50,07/07/2025 13:43,0,NULL,0.2,KG,609,Mice,363,Trust,285.928,331.67648,196
MOU0369,Logitech V100 Optical Mouse for Notebook,931641-0914,29/09/2009 11:59,04/03/2025 11:25,0,9316410914,0.05,KG,609,Mice,18,Logitech,1087.472,1468.0872,56
MOU0005,Genius EasyMouse Pro Serial,K910C004,29/09/2009 11:59,27/06/2023 10:42,0,Ball Mouse - Cabled<br/>Serial Interface,0.155,KG,609,Mice,245,Genius,1778.049,1831.39047,191
MOU0112,Razer Copperhead Anarchy,Copperhead Anarchy Red,29/09/2009 11:59,27/06/2023 10:42,0,2000 DPI Laser Engine<br/>Precision Gaming Mouse<br/>Extreme Style &amp; Control,0.54,KG,609,Mice,233,Razer,410.285,512.85625,100
MOU3695,3Dconnexion CadMouse Pad Compact  - Black,3DX-700068,12/12/2023 09:07,19/03/2025 10:00,0,NULL,0.2,KG,609,Mice,316,HP,966.589,995.58667,121
MOU2781,Riotoro URUZ Z5 RGB Optical Gaming Mouse (Lightning),MR-600L,28/09/2017 15:28,24/09/2024 14:39,0,NULL,0.4,KG,609,Mice,817,Riotoro,892.325,1231.4085,195
MOU1281,Ozone Gaming Gear: Radon 5K Laser 5600dpi Gaming Mouse,OZRADON5K,18/08/2010 14:29,24/09/2024 14:39,0,NULL,0.1,KG,609,Mice,506,Ozone,67.246,82.04012,60
MOU0246,Trust MI-4550Xp Wireless Optical Mini Mouse,14185,29/03/2010 14:50,27/06/2023 10:42,0,USB / PS/2,0.3,KG,609,Mice,363,Trust,1228.791,1609.71621,213
MOU2604,Genius NX-7000 Wireless Mouse (Red),31030109110,09/01/2017 13:01,23/12/2024 13:56,0,NULL,0.1,KG,609,Mice,245,Genius,534.538,587.9918,59
MOU1862,Accuratus Image RF 2.4GHz Wireless Optical Mouse (Glossy White),MOU-IMAGE-RF-WHT,04/02/2014 13:53,31/03/2025 13:55,0,NULL,0.1,KG,609,Mice,3,Generic,166.703,205.04469,60
MOU2482,"SPEEDLINK Fortus Wireless Optical 2400DPI Gaming Mouse, Red/Black",SL-680100-BK-01,15/08/2016 09:49,24/09/2024 15:53,0,NULL,0.4,KG,609,Mice,162,SPEEDLINK,1415.861,1883.09513,245
MOU0064,Genius Netscroll Value,N/A,29/09/2009 11:59,27/06/2023 10:42,0,Ball Mouse - Cabled<br/>PS/2 Interface,0.145,KG,609,Mice,245,Genius,959.22,1151.064,211
MOU0196,Genius Ergo 3000,31030292101,29/09/2009 11:59,27/06/2023 10:42,0,Wireless / Optical Mini Mouse<br/>Extended Battery Life<br/>4D Scroll Wheel,0.25,KG,609,Mice,245,Genius,245.76,317.0304,201
MOU1235,Razer Abyssus Mirror Edition Gaming Mouse,RZ01-00360500-R3M1,15/06/2010 12:54,27/06/2023 10:43,0,High Precision Optical Laser Sensor,0.4,KG,609,Mice,233,Razer,1698.264,2071.88208,30
MOU0314,Genius Traveler 320,31011088100,29/09/2009 11:59,27/06/2023 10:42,0,Blue / 1200dpi,0.5,KG,609,Mice,245,Genius,485.22,558.003,193
MOU2733,Logitech MX Master 2S Wireless Mouse (Midnight Teal),910-005140,22/06/2017 11:39,07/07/2025 13:46,0,NULL,0.145,KG,609,Mice,18,Logitech,1033.254,1229.57226,248
MOU0544,Microsoft Touch BlueTrack Wireless Bluetooth Mouse (Black) Exclusively for Windows 7,3KJ-00003,16/01/2012 13:26,04/03/2025 11:25,0,NULL,0.08,KG,609,Mice,335,Microsoft,1084.002,1485.08274,80
MOU1354,Shogun Bros. Ballista MK-1 Pro Gaming Mouse,PM-1002-BL-IUS,01/03/2013 11:16,27/06/2023 10:43,0,8200 DPI,0.4,KG,609,Mice,654,Shogun Bros,1352.077,1608.97163,199
MOU0962,SpeedlinkSnappy Smart Wireless USB Mouse Black,SL-6152-SBK,29/03/2010 14:50,24/09/2024 15:54,0,USB 2.0,0.2,KG,609,Mice,162,SPEEDLINK,1089.539,1492.66843,104
MOU0413,Microsoft Basic Optical Mouse 1.0  - OEM,Q66-00031,29/09/2009 11:59,04/03/2025 11:34,0,PS2/USB Black,0.2,KG,609,Mice,335,Microsoft,1808.925,1881.282,138
MOU2787,Microsoft Surface Arc Bluetooth Mouse (Light Grey),FHD-00002,13/11/2017 11:51,14/07/2025 10:44,0,NULL,0.2,KG,609,Mice,335,Microsoft,1190.454,1488.0675,212
MOU0302,Genius Navigator 365 Laser Gaming Pad,31011470100,29/09/2009 11:59,24/09/2024 15:54,0,NULL,0.5,KG,609,Mice,245,Genius,1189.076,1688.48792,117
MOU2347,MSI Star Mouse Wireless Black,SW130,27/11/2015 11:50,24/09/2024 14:39,0,NULL,0,KG,609,Mice,368,MSI,350.011,476.01496,23
MOU1447,Genius Navigator T835 Laser Presenter Mouse Controller,31030045101,09/11/2011 13:37,24/09/2024 14:39,0,NULL,0.4,KG,609,Mice,245,Genius,966.341,1304.56035,45
MOU0474,Microsoft Comfort Mouse 3000 (Black) BlueTrack 3 Button USB,S9J-00003,25/08/2011 15:44,04/03/2025 11:31,0,Comfortable in either hand<br/>BlueTrack Technology<br/>Wired reliability,0.1,KG,609,Mice,335,Microsoft,871.508,906.36832,36
MOU2231,Acer Wireless Optical Mouse with Nano Dongle (Black),LC.MCE0A.028,01/07/2015 16:03,24/09/2024 15:56,0,NULL,0,KG,609,Mice,155,Acer,1221.494,1600.15714,106
MOU2551,Cougar 300M Optical Gaming Mouse - Orange,3M300WOO.0001,03/11/2016 15:31,24/09/2024 15:55,0,NULL,0.2,KG,609,Mice,552,Cougar,166.442,181.42178,27
MOU1219,Sharkoon FireGlider Black Gaming Mouse,4.04495E+12,15/06/2010 12:54,24/09/2024 15:53,0,"6 Programmable Button, Adjustable DPI",0.4,KG,609,Mice,486,Sharkoon,888.245,1225.7781,142
MOU1167,Genius Netscroll 100 USB,MOU1167,29/03/2010 14:50,27/06/2023 10:43,0,Black and Silver<br/>USB Optical Mouse,0.2,KG,609,Mice,245,Genius,1125.859,1339.77221,143
MOU0982,Verbatim Wireless Laser Mouse with Dock,49030,29/03/2010 14:50,10/03/2025 12:29,0,NULL,0.1,KG,609,Mice,294,Verbatim,1268.658,1357.46406,228
MOU2315,Zowie EC1-A High Performance Gaming Mouse,MOU2315,28/10/2015 16:58,27/06/2023 10:43,0,NULL,0.4,KG,609,Mice,508,BenQ Zowie,994.767,1183.77273,243
MOU1478,Roccat Savu Mid-Size Hybrid Pro-Optic Gaming Mouse,ROC-11-600,28/05/2012 16:44,27/06/2023 10:43,0,4000DPI,0.4,KG,609,Mice,75,Roccat,693.958,791.11212,72
MOU1922,Urban Factory Urban Bluetooth Mouse (Red),UBM04UF,04/02/2014 13:53,07/07/2025 13:43,0,NULL,0.11,KG,609,Mice,662,Urban Factory,1372.151,1632.85969,50
MOU2399,Genius DX-150 Orange Ergonomic Optical Mouse,31010010102,29/03/2016 13:27,24/09/2024 15:52,0,NULL,0,KG,609,Mice,245,Genius,1034.107,1106.49449,249
MOU2091,APPROX Twister 2400 DPI Gaming Mouse with Red LED Backlight (APPTWISTER),APPTWISTER,10/02/2015 12:20,24/09/2024 15:53,0,NULL,0.2,KG,609,Mice,721,Approx,696.746,801.2579,183
MOU3351,"Steelseries Prime Optical Gaming Mouse, USB",62533,04/05/2021 10:09,10/01/2025 17:33,0,"Co-developed with the world’s leading competitive players, every aspect of the Prime mouse was meticulously designed with a single goal in mind: victory.",0.4,KG,609,Mice,196,SteelSeries,551.231,617.37872,67
MOU1331,Cyborg M.M.O.7 Wired Gaming Mouse,MCB437130002/04/1,04/02/2013 15:22,24/09/2024 15:55,0,(Black/Orange),0.4,KG,609,Mice,286,Mad Catz,1159.849,1461.40974,56
MOU0078,Microsoft IntelliMouse Explorer 4.0A OEM,59543,29/09/2009 11:59,27/06/2023 10:42,0,Optical Mouse - Cabled<br/>PS/2 &amp; USB Interface,0.215,KG,609,Mice,335,Microsoft,495.671,520.45455,89
MOU1427,Sweex Notebook Mouse,MI102,08/02/2011 14:22,04/03/2025 10:32,0,USB BLK / SLV,0.2,KG,609,Mice,249,Sweex,426.271,502.99978,135
MOU1761,HP Wi-Fi Direct Mobile Mouse,LQ083AA,01/08/2013 17:56,24/09/2024 15:54,0,NULL,0.11,KG,609,Mice,316,HP,7.188,9.63192,32
MOU1913,Sweex MI082 Optical USB Mouse Rubber Grip (Red),MI082,04/02/2014 13:53,04/03/2025 11:26,0,NULL,0.75,KG,609,Mice,249,Sweex,1361.326,1851.40336,115
MOU0040,Logitech Pilot Wheel Mouse,930499-090,29/09/2009 11:59,27/06/2023 10:42,0,Ball Mouse - Cabled<br/>  PS/2 Interface,0.295,KG,609,Mice,18,Logitech,491.911,526.34477,198
MOU2719,Gamdias Zeus M1 Optical USB Gaming Mouse with RGB Lighting,ZEUS M1,01/06/2017 15:24,24/09/2024 15:56,0,NULL,0.4,KG,609,Mice,698,Gamdias,1009.536,1080.20352,193
MOU2280,Corsair Gaming M65 RGB Laser Gaming Mouse (White),CH-9000110-EU,05/10/2015 10:45,20/05/2025 12:19,0,NULL,0.4,KG,609,Mice,8,Corsair,836.766,1029.22218,209
MOU3225,Mouse,MOU3225,31/01/2020 10:26,16/01/2025 00:20,0,NULL,0.5,KG,609,Mice,259,CCL Computers,359.07,423.7026,149
MOU0910,OEM Logitech MX1100R Rechargeable Cordless Laser Mouse,910-001170,29/03/2010 14:50,04/03/2025 11:29,0,for Business,0.345,KG,609,Mice,18,Logitech,1383.696,1854.15264,175
MOU0173,Soyntec Inpput R200 Optical Mouse,785957,29/09/2009 11:59,27/06/2023 10:42,0,Optical / 800dpi<br/>PS/2 / 2 Buttons<br/>Scroll Wheel,0.5,KG,609,Mice,195,Soyntec,506.893,532.23765,209
MOU1050,SpeedLink Whizz Nano Receiver Micro Mouse,SL-6355-SGY,29/03/2010 14:50,27/06/2023 10:43,0,USB 2.0<br/>Wireless Adaptor Included,0.5,KG,609,Mice,162,SPEEDLINK,522.27,710.2872,243
MOU0236,Delete,N/A,29/09/2009 11:59,27/06/2023 10:42,0, ,0.5,KG,609,Mice,3,Generic,1268.56,1661.8136,247
MOU1431,Sweex MI452 Wireless Mouse,MI452,08/02/2011 14:39,10/03/2025 12:26,0,(Cherry Red),0.2,KG,609,Mice,249,Sweex,458.154,540.62172,198
MOU1261,Blaze Wired Laser Gaming Mouse,BL-M0602-BLACK/RED,18/08/2010 14:28,20/05/2025 12:19,0,Black/Red,0.35,KG,609,Mice,521,Blaze,36.291,40.64592,101
MOU0282,A4Tech NB-25 Battery Free Wireless Mouse  ,NULL,29/09/2009 11:59,27/06/2023 10:42,0,Wireless / Battery Free!,3.5,KG,609,Mice,156,A4 Tech,1922.282,2422.07532,113
MOU1505,CHERRY MW 3000 2.4GHz Wireless Mouse with Nano USB Receiver,JW-T0100,09/05/2013 10:00,30/05/2025 15:41,0,NULL,0.2,KG,609,Mice,55,CHERRY,1789.683,1968.6513,236
MOU2851,Logitech M170 Wireless Mouse (Grey),910-004642,20/03/2018 11:59,01/07/2025 16:35,1,NULL,0.2,KG,609,Mice,18,Logitech,226.392,310.15704,59
MOU2561,Ozone Exon F60 Origen Optical RGB Illuminated Right-Handed USB Gaming Mouse (Black),OZEXONF60,24/11/2016 12:57,24/09/2024 15:55,0,NULL,1,KG,609,Mice,506,Ozone,1295.242,1826.29122,182
MOU2533,Mad Catz R.A.T. 8 12000DPI Right-Handed USB Optical Mouse (Black/Red),MCB4373300A3/04/1,18/10/2016 10:56,24/09/2024 15:55,0,NULL,0.2,KG,609,Mice,286,Mad Catz,1448.91,1564.8228,94
MOU2716,Gamdias Erebos Laser USB Gaming Mouse,GMS7510,01/06/2017 15:24,24/09/2024 15:56,0,NULL,0.322,KG,609,Mice,698,Gamdias,1343.274,1598.49606,111
MOU2157,Dell WM514 Wireless Laser Mouse,570-11537,15/05/2015 12:02,04/03/2025 11:32,0,NULL,0.01,KG,609,Mice,364,Dell,1309.469,1401.13183,112
MOU3003,Logitech B220 Silent Wireless Mouse,910-004881,24/01/2019 16:56,04/03/2025 11:13,0,NULL,0.2,KG,609,Mice,18,Logitech,1527.308,1970.22732,209
MOU3204,Cougar Surpassion ST 3200 DPI Optical Gaming Mouse,3MSSTWOB.0001,26/11/2019 12:26,24/09/2024 15:54,0,NULL,1,KG,609,Mice,552,Cougar,1419.233,1646.31028,18
MOU3692,HP 715 Rechargable Mouse - Black,6E6F0AA#ABB,07/12/2023 13:20,19/03/2025 10:00,0,NULL,0,KG,609,Mice,316,HP,1645.25,1661.7025,80
MOU2791,Xtrfy M1 Wired USB Optical Gaming Mouse - Ninjas in Pyjamas Edition,XG-M1-NIP,05/12/2017 09:59,24/09/2024 14:39,0,NULL,0.4,KG,609,Mice,746,Xtrfy,1252.129,1377.3419,226
MOU0114,Logitech G7 Laser Cordless Mouse,931375-0403,29/09/2009 11:59,27/06/2023 10:42,0,Cordless USB / 2000dpi<br/>Adjustable sensitivity,0.54,KG,609,Mice,18,Logitech,374.403,400.61121,17
MOU1800,Razer Naga 2014 Left-Handed Edition Expert MMO Gaming Mouse,RZ01-01050100-R3M1,02/09/2013 15:59,24/09/2024 15:56,0,NULL,0.1,KG,609,Mice,233,Razer,1777.283,1955.0113,28
MOU3765,ASUS ROG Keris II Ace Wireless Lightweight Gaming Mouse in Black,90MP03N0-BMUA00,24/03/2025 13:50,03/07/2025 15:59,1,"The ROG Keris II Ace is an ultralight 54-gram ergonomic gaming mouse with a shape tested by pro FPS players. Equipped with 42,000-dpi ROG AimPoint Pro optical sensor, ROG Optical Micro Switches and the ROG SpeedNova wireless technology, the Keris II Ace is also able to enhance gaming performance even further with the ROG Polling Rate Booster, which supports polling rates up to 4,000 Hz in wireless mode and up to 8,000 Hz in wired mode.",0.5,KG,609,Mice,317,ASUS,482.214,540.07968,120
MOU2912,"SPEEDLINK Axon Silent, Antibacterial 2400dpi Optical USB Ergonomic PC Mouse",SL-610009-RRBK,25/09/2018 12:49,24/09/2024 15:53,0,NULL,0,KG,609,Mice,162,SPEEDLINK,509.484,606.28596,177
MOU0142,Soyntec Inpput R540 Mini Wireless,785995,29/09/2009 11:59,27/06/2023 10:42,0,800 dpi high-resolution sensor<br/>Wireless USB Interface,0.5,KG,609,Mice,195,Soyntec,32.504,36.72952,158
MOU0357,Targus USB Optical Mouse,AMU30EUZ,29/09/2009 11:59,04/03/2025 11:21,0,with PS/2 Adaptor,0.2,KG,609,Mice,200,Targus,1628.392,1807.51512,82
MOU0636,Logitech M305 Wireless Mouse (Forest Green),910-001938,08/06/2012 13:26,04/03/2025 11:25,0,NULL,0.2,KG,609,Mice,18,Logitech,1456.844,1515.11776,181
MOU0308,Genius Traveler 515 Laser Mouse,31011556100,29/09/2009 11:59,24/09/2024 15:54,0,NULL,0.1,KG,609,Mice,245,Genius,910.852,1247.86724,173
MOU3504,Glorious Model O RGB USB Gaming Mouse in Glossy White,GO-GWHITE,27/07/2022 14:20,24/09/2024 15:53,0,NULL,0.4,KG,609,Mice,851,Glorious,1902.104,2111.33544,89
MOU3620,BenQ ZOWIE EC1-C Gaming Mouse,9H.N39BA.A2E,14/06/2023 17:12,10/03/2025 11:49,0,NULL,0,KG,609,Mice,7,BenQ,1700.986,2313.34096,190
MOU0707,Samsung SM3PWPS 2.4GHz Wireless Optical Mouse,AA-SM3PWPS/E,27/09/2012 13:29,04/03/2025 11:18,0,USB (Silver) for Notebooks/Netbooks,0.22,KG,609,Mice,143,Samsung,258.817,336.4621,30
MOU0216,Logitech Pilot Optical Mouse,910-000133,29/09/2009 11:59,04/03/2025 11:27,0,USB / PS2<br/>Scroll Wheel,0.26,KG,609,Mice,18,Logitech,1621.553,1718.84618,16
MOU1133,Pleomax SPM-9100 Mini USB Laser Mouse,SPM9100,29/03/2010 14:50,24/09/2024 15:52,0,"1600dpi, Silver / Blue",0.25,KG,609,Mice,496,Pleomax,1936.315,2149.30965,164
MOU1799,Razer Naga 2014 Expert MMO Gaming Mouse,RZ01-01040100-R3G1,02/09/2013 15:59,24/09/2024 15:56,0,NULL,0.6,KG,609,Mice,233,Razer,1441.811,1744.59131,205
MOU2559,Ozone Neon M10 Optical Ambidextrous USB Mouse (Black),OZNEONM10,24/11/2016 12:57,14/07/2025 10:44,0,NULL,1,KG,609,Mice,506,Ozone,590.607,820.94373,217
MOU0520,Logitech M570 Wireless Trackball Mouse,910-001882,16/01/2012 13:10,07/07/2025 13:43,0,NULL,0.4,KG,609,Mice,18,Logitech,312.956,322.34468,210
MOU3733,MSI M88 USB Wired Optical Mouse,S12-0401940-V33,05/09/2024 09:59,22/01/2025 17:25,0,NULL,0.3,KG,609,Mice,368,MSI,1518.709,1974.3217,246
MOU0206,A4Tech MOP18 Silver,MOP18-7,29/09/2009 11:59,27/06/2023 10:42,0,620dpi<br/>Portable Mini Mouse<br/>Light Up Scroll Wheel,0.25,KG,609,Mice,156,A4 Tech,410.125,471.64375,85
